links,Serial #,source,Type,all,annual,country/annual,1 series per country,unique countries,MOU,Country Name,Year,series (at least 3 samples since 1999),AF/AS,Title,frequency,Region,9,samples annual,by,created,Original,official language,links,questionnaire,report
http://catalog.ihsn.org/index.php/catalog/211,15730,ihsn,mics,,,,,,,Lesotho,2000,,,Multiple Indicator Cluster Survey 2000 ,,,,,By: Bureau of Statistics - Ministry of Development Planning,"Created on: Sep 29, 2011 Last modified: Sep 14, 2013 Views: 7095 Citations: 52 ","Lesotho, 2000",,http://catalog.ihsn.org/index.php/catalog/211,"http://catalog.ihsn.org/index.php/catalog/211/download/29465""","http://catalog.ihsn.org/index.php/catalog/211/download/29465"""
http://catalog.ihsn.org/index.php/catalog/204,15758,ihsn,wfs,,,,,,,Lesotho,1977,,,World Fertility Survey 1977 ,,,,,By: Bureau of Statistics (BoS),"Created on: Sep 29, 2011 Last modified: Sep 14, 2013 Views: 151","Lesotho, 1977",,http://catalog.ihsn.org/index.php/catalog/204,null,null
http://catalog.ihsn.org/index.php/catalog/4709,15737,ihsn,,,,,,,,Lesotho,2000,,,"Southern and Eastern Africa Consortium for Monitoring Educational Quality 2000, SACMEQ II Project ",,,,,By: Southern and Eastern Africa Consortium for Monitoring Educational Quality - International Institute for Educational Planning (IIEP),"Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 16","Lesotho, 2000",,http://catalog.ihsn.org/index.php/catalog/4709,http://catalog.ihsn.org/index.php/catalog/4709/download/59376,http://catalog.ihsn.org/index.php/catalog/4709/download/59390
http://catalog.ihsn.org/index.php/catalog/212,15709,ihsn,,,,,,,,Lesotho,2002,,,Core Welfare Indicators Questionnaire 2002 ,,,,,By: Bureau of Statistics (BoS) - Ministry of Finance and Development Planning,"Created on: Sep 29, 2011 Last modified: Sep 14, 2013 Views: 1143","Lesotho, 2002",,http://catalog.ihsn.org/index.php/catalog/212,"http://catalog.ihsn.org/index.php/catalog/212/download/29475""","http://catalog.ihsn.org/index.php/catalog/212/download/29476"""
http://catalog.ihsn.org/index.php/catalog/3573,15716,ihsn,,,,,,,,Lesotho,2002,,,Global Youth Tobacco Survey 2002 ,,,,,By: Centers for Disease Control and Prevention - United States Government,"Created on: Sep 14, 2013 Last modified: Sep 14, 2013 Views: 150","Lesotho, 2002",,http://catalog.ihsn.org/index.php/catalog/3573,http://catalog.ihsn.org/index.php/catalog/3573/download/50062,http://catalog.ihsn.org/index.php/catalog/3573/download/50064
http://catalog.ihsn.org/index.php/catalog/214,15702,ihsn,,,,,,,,Lesotho, 2003-2004,,,Investment Climate Survey 2003 ,,,,,By: World Bank,"Created on: Sep 29, 2011 Last modified: Sep 14, 2013 Views: 390","Lesotho, 2003-2004",,http://catalog.ihsn.org/index.php/catalog/214,"http://catalog.ihsn.org/index.php/catalog/214/download/29484""",null
http://catalog.ihsn.org/index.php/catalog/4761,15681,ihsn,,,,,,,,Lesotho,2007,,,"Southern Africa Consortium for Monitoring Educational Quality 2007, SACMEQ-III Project ",,,,,By: Southern and Eastern Africa Consortium for Monitoring Educational Quality (SACMEQ),"Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 21","Lesotho, 2007",,http://catalog.ihsn.org/index.php/catalog/4761,http://catalog.ihsn.org/index.php/catalog/4761/download/60055,http://catalog.ihsn.org/index.php/catalog/4761/download/60056
http://catalog.ihsn.org/index.php/catalog/4531,15674,ihsn,,,,,,,,Lesotho,2008,,,Integrated Labour Force Survey 2008 ,,,,,By: Bureau of Statistics - Ministry of Finance and Development Planning,"Created on: May 19, 2014 Last modified: May 19, 2014 Views: 70","Lesotho, 2008",,http://catalog.ihsn.org/index.php/catalog/4531,http://catalog.ihsn.org/index.php/catalog/4531/download/57894,http://catalog.ihsn.org/index.php/catalog/4531/download/57895
http://catalog.ihsn.org/index.php/catalog/218,15667,ihsn,,,,,,,,Lesotho, 2008-2009,,,Enterprise Survey 2009 ,,,,,By: World Bank,"Created on: Sep 29, 2011 Last modified: Sep 14, 2013 Views: 221","Lesotho, 2008-2009",,http://catalog.ihsn.org/index.php/catalog/218,"http://catalog.ihsn.org/index.php/catalog/218/download/29496""","http://catalog.ihsn.org/index.php/catalog/218/download/29498"""
http://catalog.ihsn.org/index.php/catalog/2698,15653,ihsn,,,,,,,,Lesotho,2011,,,Global Financial Inclusion (Global Findex) Database 2011 ,,,,,"By: Development Research Group, Finance and Private Sector Development Unit - World Bank","Created on: Dec 20, 2012 Last modified: Sep 14, 2013 Views: 157","Lesotho, 2011",,http://catalog.ihsn.org/index.php/catalog/2698,"/W3C//DTD XHTML 1.0 Transitional//EN"" ""http://www.w3.org/TR/x",null
http://catalog.ihsn.org/index.php/catalog/4530,15807,ihsn,lfs,1,1,1,1,1,1,Liberia,2010,,,Labour Force Survey 2010 ,a,af,1,1,"By: Liberia Institute of Statistics and Geo-Information Services, Ministry of Labour","Created on: May 19, 2014 Last modified: May 19, 2014 Views: 106","Liberia, 2010",,http://catalog.ihsn.org/index.php/catalog/4530,http://catalog.ihsn.org/index.php/catalog/4530/download/57892,http://catalog.ihsn.org/index.php/catalog/4530/download/57890
http://catalog.ihsn.org/index.php/catalog/1537,15905,ihsn,c,,,,,,,Liberia,1974,,,Population Census 1974 ,,,,,By: Ministry of Planning and Economic Affairs,"Created on: Dec 02, 2011 Last modified: Sep 14, 2013 Views: 402 Citations: 4 ","Liberia, 1974",,http://catalog.ihsn.org/index.php/catalog/1537,http://catalog.ihsn.org/index.php/catalog/1537/download/42521,null
http://catalog.ihsn.org/index.php/catalog/4325,15842,ihsn,c,,,,,,,Liberia,2008,,,Population and Housing Census 2008 ,,,,,"By: United Nations Population Fund, Liberia Institute of Statistics and Geo-Information Services","Created on: Apr 07, 2014 Last modified: Apr 07, 2014 Views: 151","Liberia, 2008",,http://catalog.ihsn.org/index.php/catalog/4325,http://catalog.ihsn.org/index.php/catalog/4325/download/56484,http://catalog.ihsn.org/index.php/catalog/4325/download/56485
http://catalog.ihsn.org/index.php/catalog/1535,15898,ihsn,dhs,,,,,,,Liberia,1986,,,Demographic and Health Survey 1986 ,,,,,By: Ministry of Planning and Economic Affairs,"Created on: Dec 01, 2011 Last modified: Sep 14, 2013 Views: 786 Citations: 149 ","Liberia, 1986",,http://catalog.ihsn.org/index.php/catalog/1535,http://catalog.ihsn.org/index.php/catalog/1535/download/42518,"/W3C//DTD XHTML 1.0 Transitional//EN"" ""http://www.w3.org/TR/x"
http://catalog.ihsn.org/index.php/catalog/1517,15856,ihsn,dhs,,,,,,,Liberia, 2006-2007,,,Demographic and Health Survey 2007 ,,,,,By: Liberia Institute for Statistics and Geo-Information Services (LISGIS),"Created on: Nov 22, 2011 Last modified: Sep 14, 2013 Views: 1085 Citations: 133 ","Liberia, 2006-2007",,http://catalog.ihsn.org/index.php/catalog/1517,http://catalog.ihsn.org/index.php/catalog/1517/download/42286,http://catalog.ihsn.org/index.php/catalog/1517/download/42289
http://catalog.ihsn.org/index.php/catalog/907,15884,ihsn,mics,,,,,,,Liberia,1995,,,Multiple Indicator Cluster Survey 1995 ,,,,,"By: Ministry of Planning and Economic Affairs, Ministry of Health and Social Welfare","Created on: Oct 03, 2011 Last modified: Sep 14, 2013 Views: 153 Citations: 1 ","Liberia, 1995",,http://catalog.ihsn.org/index.php/catalog/907,null,"/W3C//DTD XHTML 1.0 Transitional//EN"" ""http://www.w3.org/TR/x"
http://catalog.ihsn.org/index.php/catalog/3579,15891,ihsn,,,,,,,,Liberia,1991,,,Pre-Census Survey for Relief Assistance 1991 ,,,,,By: United Nations Emergency Relief Operation in Liberia (UNEROL) - United Nations,"Created on: Sep 14, 2013 Last modified: Sep 14, 2013 Views: 42","Liberia, 1991",,http://catalog.ihsn.org/index.php/catalog/3579,http://catalog.ihsn.org/index.php/catalog/3579/download/50073,null
http://catalog.ihsn.org/index.php/catalog/1534,15877,ihsn,,,,,,,,Liberia,2005,,,Malaria Indicators Survey 2005 ,,,,,By: Ministry of Health and Social Welfare - Government of Liberia,"Created on: Nov 30, 2011 Last modified: Sep 14, 2013 Views: 8635 Citations: 1 ","Liberia, 2005",,http://catalog.ihsn.org/index.php/catalog/1534,http://catalog.ihsn.org/index.php/catalog/1534/download/42510,http://catalog.ihsn.org/index.php/catalog/1534/download/42512
http://catalog.ihsn.org/index.php/catalog/3578,15870,ihsn,,,,,,,,Liberia,2006,,,Rapid Assessment of The Health Situation in Liberia 2006 ,,,,,By: Ministry of Health and Social Welfare - Government of Liberia,"Created on: Sep 14, 2013 Last modified: Sep 14, 2013 Views: 32","Liberia, 2006",,http://catalog.ihsn.org/index.php/catalog/3578,null,null
http://catalog.ihsn.org/index.php/catalog/1523,15849,ihsn,,,,,,,,Liberia,2007,,,Core Welfare Indicators Questionnaire 2007 ,,,,,By: Liberia Institute of Statistics and Geo_Information Services - GOL,"Created on: Nov 23, 2011 Last modified: Sep 14, 2013 Views: 5496 Citations: 6 ","Liberia, 2007",,http://catalog.ihsn.org/index.php/catalog/1523,http://catalog.ihsn.org/index.php/catalog/1523/download/42333,http://catalog.ihsn.org/index.php/catalog/1523/download/42336
http://catalog.ihsn.org/index.php/catalog/1529,15863,ihsn,,,,,,,,Liberia,2007,,,Market Survey 2007 ,,,,,By: Norwegian Refugee Council - UNHCR,"Created on: Nov 30, 2011 Last modified: Sep 14, 2013 Views: 346","Liberia, 2007",,http://catalog.ihsn.org/index.php/catalog/1529,http://catalog.ihsn.org/index.php/catalog/1529/download/42460,http://catalog.ihsn.org/index.php/catalog/1529/download/42464
http://catalog.ihsn.org/index.php/catalog/1532,15835,ihsn,,,,,,,,Liberia, 2007-2008,,,HIV Risk Environment and Perception Study Among Groups of High Risk 2007 ,,,,,By: Liberia Institute of Statistics and Geo-Information Services (LISGIS) - GOL,"Created on: Nov 30, 2011 Last modified: Sep 14, 2013 Views: 345","Liberia, 2007-2008",,http://catalog.ihsn.org/index.php/catalog/1532,http://catalog.ihsn.org/index.php/catalog/1532/download/42499,http://catalog.ihsn.org/index.php/catalog/1532/download/42504
http://catalog.ihsn.org/index.php/catalog/1840,15814,ihsn,,,,,,,,Liberia, 2008-2009,,,Enterprise Survey 2009 ,,,,,By: World Bank,"Created on: Dec 19, 2011 Last modified: Sep 14, 2013 Views: 1484 Citations: 1 ","Liberia, 2008-2009",,http://catalog.ihsn.org/index.php/catalog/1840,http://catalog.ihsn.org/index.php/catalog/1840/download/42718,http://catalog.ihsn.org/index.php/catalog/1840/download/42721
http://catalog.ihsn.org/index.php/catalog/1533,15821,ihsn,,,,,,,,Liberia, 2008-2009,,,Malaria Indicator Survey 2008 ,,,,,"By: National Malaria Control Program - Ministry of Health and Social Welfare, Liberia Institute for Statistics and Geo-Information Services - Ministry of Health and Social Welfare","Created on: Nov 30, 2011 Last modified: Sep 14, 2013 Views: 377 Citations: 8 ","Liberia, 2008-2009",,http://catalog.ihsn.org/index.php/catalog/1533,http://catalog.ihsn.org/index.php/catalog/1533/download/42506,"/W3C//DTD XHTML 1.0 Transitional//EN"" ""http://www.w3.org/TR/x"
http://catalog.ihsn.org/index.php/catalog/2330,15800,ihsn,,,,,,,,Liberia, 2008-2010,,,Impact of Teacher Training and Information for Accountability 2008-2010 ,,,,,"By: Ministry of Education, Republic of Liberia, U.S. Agency for International Development (USAID), World Bank","Created on: Dec 20, 2012 Last modified: Sep 14, 2013 Views: 4076","Liberia, 2008-2010",,http://catalog.ihsn.org/index.php/catalog/2330,http://catalog.ihsn.org/index.php/catalog/2330/download/37093,http://catalog.ihsn.org/index.php/catalog/2330/download/37113
http://catalog.ihsn.org/index.php/catalog/945,2337,ihsn,,,,,,,,Liberia,2009,,,Evaluating a Landmine Action ex-combatant Reintegration Program in Liberia 2009 ,,,,,"By: Mattias Lundberg, The World Bank; Chris Blattman, Yale University; and Jeannie Annan (IRC), The World Bank, Yale University, Innovations for Poverty Action-Liberia (IPA)","Created on: Oct 13, 2011 Last modified: Sep 14, 2013 Views: 656","Liberia, 2009",,http://catalog.ihsn.org/index.php/catalog/945,"http://catalog.ihsn.org/index.php/catalog/945/download/40592""","http://catalog.ihsn.org/index.php/catalog/945/download/40593"""
http://catalog.ihsn.org/index.php/catalog/1536,15828,ihsn,,,,,,,,Liberia,2009,,,"Rapid Assessment Analysis & Action Planning for Adolescent Health 2009, First round ",,,,,By: Ministry of Health & Social Welfare - Government of Liberia,"Created on: Dec 01, 2011 Last modified: Sep 14, 2013 Views: 1190","Liberia, 2009",,http://catalog.ihsn.org/index.php/catalog/1536,null,null
http://catalog.ihsn.org/index.php/catalog/4916,15793,ihsn,,,,,,,,Liberia,2010,,,Core Welfare Indicators Questionnaire Survey 2010 ,,,,,By: Liberia Institute of Statistics & Geo-Information Services - Government of Liberia,"Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 91","Liberia, 2010",,http://catalog.ihsn.org/index.php/catalog/4916,http://catalog.ihsn.org/index.php/catalog/4916/download/60943,http://catalog.ihsn.org/index.php/catalog/4916/download/60945
http://catalog.ihsn.org/index.php/catalog/2696,15779,ihsn,,,,,,,,Liberia,2011,,,Global Financial Inclusion (Global Findex) Database 2011 ,,,,,"By: Development Research Group, Finance and Private Sector Development Unit - World Bank","Created on: Dec 20, 2012 Last modified: Sep 14, 2013 Views: 94","Liberia, 2011",,http://catalog.ihsn.org/index.php/catalog/2696,"/W3C//DTD XHTML 1.0 Transitional//EN"" ""http://www.w3.org/TR/x",null
http://catalog.ihsn.org/index.php/catalog/4090,15786,ihsn,,,,,,,,Liberia,2011,,,Malaria Indicator Survey 2011 ,,,,,"By: National Malaria Control Program - Ministry of Health and Social Welfare, Liberia Institute for Statistics and Geo-Information Services","Created on: Feb 19, 2014 Last modified: Feb 19, 2014 Views: 263 Citations: 10 ","Liberia, 2011",,http://catalog.ihsn.org/index.php/catalog/4090,http://catalog.ihsn.org/index.php/catalog/4090/download/55136,http://catalog.ihsn.org/index.php/catalog/4090/download/55140
http://catalog.ihsn.org/index.php/catalog/3967,15912,ihsn,,,,,,,,Libya,2007,,,Global School-based Student Health Survey 2007 ,,,,,"By: Health Information& Documentation Centre - Secretariat of Health and Environment, Secretariat of of Education, World Health Organization, Centers for Disease Control and Prevention","Created on: Dec 12, 2013 Last modified: Dec 12, 2013 Views: 59","Libya, 2007",,http://catalog.ihsn.org/index.php/catalog/3967,http://catalog.ihsn.org/index.php/catalog/3967/download/53977,"/W3C//DTD XHTML 1.0 Transitional//EN"" ""http://www.w3.org/TR/x"
http://catalog.ihsn.org/index.php/catalog/5129,15983,ihsn,lfs,1,1,1,,1,,Lithuania,2004,,,"Labour Force Survey 2004, First Quarter ",q,e,1,,By: Statistics Lithuania - Ministry of Finance,"Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 36","Lithuania, 2004",,http://catalog.ihsn.org/index.php/catalog/5129,null,null
http://catalog.ihsn.org/index.php/catalog/5132,15990,ihsn,lfs,1,,,,,,Lithuania,2004,,,"Labour Force Survey 2004, Fourth Quarter ",q,e,,,By: Statistics Lithuania - Ministry of Finance,"Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 36","Lithuania, 2004",,http://catalog.ihsn.org/index.php/catalog/5132,null,null
http://catalog.ihsn.org/index.php/catalog/5130,15997,ihsn,lfs,1,,,,,,Lithuania,2004,,,"Labour Force Survey 2004, Second Quarter ",q,e,,,By: Statistics Lithuania - Ministry of Finance,"Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 37","Lithuania, 2004",,http://catalog.ihsn.org/index.php/catalog/5130,null,null
http://catalog.ihsn.org/index.php/catalog/5131,16004,ihsn,lfs,1,,,,,,Lithuania,2004,,,"Labour Force Survey 2004, Third Quarter ",q,e,,,By: Statistics Lithuania - Ministry of Finance,"Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 43","Lithuania, 2004",,http://catalog.ihsn.org/index.php/catalog/5131,null,null
http://catalog.ihsn.org/index.php/catalog/2154,2344,ihsn,hbs,,,,,,,Lithuania,2003,,,Household Budget Survey 2003 ,,,,,By: Statistics Lithuania,"Created on: Apr 12, 2012 Last modified: Sep 14, 2013 Views: 384 Citations: 1 ","Lithuania, 2003",,http://catalog.ihsn.org/index.php/catalog/2154,null,null
http://catalog.ihsn.org/index.php/catalog/3856,16018,ihsn,,,,,,,,Lithuania, 2000-2001,,,Multi Country Study Survey 2000-2001 ,,,,,By: World Health Organization (WHO),"Created on: Dec 12, 2013 Last modified: Dec 12, 2013 Views: 27","Lithuania, 2000-2001",,http://catalog.ihsn.org/index.php/catalog/3856,http://catalog.ihsn.org/index.php/catalog/3856/download/53243,http://catalog.ihsn.org/index.php/catalog/3856/download/53241
http://catalog.ihsn.org/index.php/catalog/650,16011,ihsn,,,,,,,,Lithuania,2002,,,Enterprise Survey 2002 ,,,,,"By: World Bank, European Bank for Reconstruction and Development","Created on: Sep 29, 2011 Last modified: Sep 14, 2013 Views: 129","Lithuania, 2002",,http://catalog.ihsn.org/index.php/catalog/650,"http://catalog.ihsn.org/index.php/catalog/650/download/31553""",null
http://catalog.ihsn.org/index.php/catalog/651,15969,ihsn,,,,,,,,Lithuania,2005,,,Enterprise Survey 2005 ,,,,,"By: World Bank, European Bank for Reconstruction and Development","Created on: Sep 29, 2011 Last modified: Sep 14, 2013 Views: 143","Lithuania, 2005",,http://catalog.ihsn.org/index.php/catalog/651,"http://catalog.ihsn.org/index.php/catalog/651/download/31554""",null
http://catalog.ihsn.org/index.php/catalog/3598,15976,ihsn,,,,,,,,Lithuania,2005,,,Global Youth Tobacco Survey 2005 ,,,,,"By: Centers for Disease Control and Prevention (CDC), World Health Organization (WHO)","Created on: Sep 14, 2013 Last modified: Sep 14, 2013 Views: 45","Lithuania, 2005",,http://catalog.ihsn.org/index.php/catalog/3598,null,http://catalog.ihsn.org/index.php/catalog/3598/download/50122
http://catalog.ihsn.org/index.php/catalog/652,15948,ihsn,,,,,,,,Lithuania, 2008-2009,,,Enterprise Survey 2009 ,,,,,"By: World Bank, European Bank for Reconstruction and Development","Created on: Sep 29, 2011 Last modified: Sep 14, 2013 Views: 318","Lithuania, 2008-2009",,http://catalog.ihsn.org/index.php/catalog/652,"http://catalog.ihsn.org/index.php/catalog/652/download/31555""","http://catalog.ihsn.org/index.php/catalog/652/download/31560"""
http://catalog.ihsn.org/index.php/catalog/654,15962,ihsn,,,,,,,,Lithuania, 2008-2009,,,"Management, Organization and Innovation Survey 2009 ",,,,,"By: World Bank, European Bank for Reconstruction and Development","Created on: Sep 29, 2011 Last modified: Sep 14, 2013 Views: 130","Lithuania, 2008-2009",,http://catalog.ihsn.org/index.php/catalog/654,"http://catalog.ihsn.org/index.php/catalog/654/download/31569""",null
http://catalog.ihsn.org/index.php/catalog/653,15955,ihsn,,,,,,,,Lithuania,2009,,,"Financial Crisis Survey 2009, First Round ",,,,,By: World Bank,"Created on: Sep 29, 2011 Last modified: Sep 14, 2013 Views: 98","Lithuania, 2009",,http://catalog.ihsn.org/index.php/catalog/653,"http://catalog.ihsn.org/index.php/catalog/653/download/31563""","http://catalog.ihsn.org/index.php/catalog/653/download/31565"""
http://catalog.ihsn.org/index.php/catalog/655,15934,ihsn,,,,,,,,Lithuania,2010,,,"Financial Crisis Survey 2010, Second Round ",,,,,By: World Bank,"Created on: Sep 29, 2011 Last modified: Sep 14, 2013 Views: 102","Lithuania, 2010",,http://catalog.ihsn.org/index.php/catalog/655,"http://catalog.ihsn.org/index.php/catalog/655/download/31574""","http://catalog.ihsn.org/index.php/catalog/655/download/31577"""
http://catalog.ihsn.org/index.php/catalog/656,15941,ihsn,,,,,,,,Lithuania,2010,,,"Financial Crisis Survey 2010, Third Round ",,,,,By: World Bank,"Created on: Sep 29, 2011 Last modified: Sep 14, 2013 Views: 110","Lithuania, 2010",,http://catalog.ihsn.org/index.php/catalog/656,"http://catalog.ihsn.org/index.php/catalog/656/download/31581""","http://catalog.ihsn.org/index.php/catalog/656/download/31583"""
http://catalog.ihsn.org/index.php/catalog/2793,15927,ihsn,,,,,,,,Lithuania,2011,,,Global Financial Inclusion (Global Findex) Database 2011 ,,,,,"By: Development Research Group, Finance and Private Sector Development Unit - World Bank","Created on: Mar 24, 2013 Last modified: Sep 14, 2013 Views: 108","Lithuania, 2011",,http://catalog.ihsn.org/index.php/catalog/2793,"/W3C//DTD XHTML 1.0 Transitional//EN"" ""http://www.w3.org/TR/x",null
http://catalog.ihsn.org/index.php/catalog/4919,15919,ihsn,,,,,,,,Lithuania,2013,,,Enterprise Survey 2013 ,,,,,By: World Bank,,"Lithuania, 2013",,http://catalog.ihsn.org/index.php/catalog/4919,http://catalog.ihsn.org/index.php/catalog/4919/download/60966,http://catalog.ihsn.org/index.php/catalog/4919/download/60972
http://catalog.ihsn.org/index.php/catalog/3857,16039,ihsn,,,,,,,,Luxembourg, 2000-2001,,,Multi Country Study Survey 2000-2001 ,,,,,By: World Health Organization (WHO),"Created on: Dec 12, 2013 Last modified: Dec 12, 2013 Views: 42","Luxembourg, 2000-2001",,http://catalog.ihsn.org/index.php/catalog/3857,http://catalog.ihsn.org/index.php/catalog/3857/download/53246,http://catalog.ihsn.org/index.php/catalog/3857/download/53244
http://catalog.ihsn.org/index.php/catalog/3818,16032,ihsn,,,,,,,,Luxembourg,2003,,,World Health Survey 2003 ,,,,,By: World Health Organization (WHO),"Created on: Dec 12, 2013 Last modified: Dec 12, 2013 Views: 23","Luxembourg, 2003",,http://catalog.ihsn.org/index.php/catalog/3818,"/W3C//DTD XHTML 1.0 Transitional//EN"" ""http://www.w3.org/TR/x","/W3C//DTD XHTML 1.0 Transitional//EN"" ""http://www.w3.org/TR/x"
http://catalog.ihsn.org/index.php/catalog/2794,16025,ihsn,,,,,,,,Luxembourg,2011,,,Global Financial Inclusion (Global Findex) Database 2011 ,,,,,"By: Development Research Group, Finance and Private Sector Development Unit - World Bank","Created on: Mar 24, 2013 Last modified: Sep 14, 2013 Views: 87","Luxembourg, 2011",,http://catalog.ihsn.org/index.php/catalog/2794,"/W3C//DTD XHTML 1.0 Transitional//EN"" ""http://www.w3.org/TR/x",null
http://catalog.ihsn.org/index.php/catalog/2365,16089,ihsn,mics,,,,,,,Macedonia,2007,,,"Multiple Indicator Cluster Survey 2005, Monitoring the Situation of Children and Women ",,,,,By: State Statistical Office of the Republic of Macedonia - SSORM,"Created on: Dec 20, 2012 Last modified: Sep 14, 2013 Views: 2419","Macedonia, FYR, 2007",,http://catalog.ihsn.org/index.php/catalog/2365,http://catalog.ihsn.org/index.php/catalog/2365/download/37348,http://catalog.ihsn.org/index.php/catalog/2365/download/37351
http://catalog.ihsn.org/index.php/catalog/3965,16061,ihsn,mics,,,,,,,Macedonia,2011,,,Multiple Indicator Cluster Survey 2011 ,,,,,"By: Institute of Public Health of the Republic of Macedonia, United Nations Children’s Fund","Created on: Dec 12, 2013 Last modified: Dec 12, 2013 Views: 306 Citations: 1 ","Macedonia, FYR, 2011",,http://catalog.ihsn.org/index.php/catalog/3965,http://catalog.ihsn.org/index.php/catalog/3965/download/53903,"/W3C//DTD XHTML 1.0 Transitional//EN"" ""http://www.w3.org/TR/x"
http://catalog.ihsn.org/index.php/catalog/3966,16068,ihsn,mics,,,,,,,Macedonia,2011,,,Multiple Indicator Cluster Survey 2011 - Roma Settlements ,,,,,"By: Institute of Public Health of the Republic of Macedonia, United Nations Children’s Fund","Created on: Dec 12, 2013 Last modified: Dec 12, 2013 Views: 199 Citations: 1 ","Macedonia, FYR, 2011",,http://catalog.ihsn.org/index.php/catalog/3966,http://catalog.ihsn.org/index.php/catalog/3966/download/53940,"/W3C//DTD XHTML 1.0 Transitional//EN"" ""http://www.w3.org/TR/x"
http://catalog.ihsn.org/index.php/catalog/664,16103,ihsn,,,,,,,,Macedonia FYR,2002,,,Enterprise Survey 2002 ,,,,,"By: World Bank, European Bank for Reconstruction and Development","Created on: Sep 29, 2011 Last modified: Sep 14, 2013 Views: 121","Macedonia, FYR, 2002",,http://catalog.ihsn.org/index.php/catalog/664,"http://catalog.ihsn.org/index.php/catalog/664/download/31605""",null
http://catalog.ihsn.org/index.php/catalog/665,16096,ihsn,,,,,,,,Macedonia FYR,2005,,,Enterprise Survey 2005 ,,,,,"By: World Bank, European Bank for Reconstruction and Development","Created on: Sep 29, 2011 Last modified: Sep 14, 2013 Views: 124","Macedonia, FYR, 2005",,http://catalog.ihsn.org/index.php/catalog/665,"http://catalog.ihsn.org/index.php/catalog/665/download/31606""",null
http://catalog.ihsn.org/index.php/catalog/3934,16082,ihsn,,,,,,,,Macedonia FYR,2007,,,Global School-based Student Health Survey 2007 ,,,,,"By: Republic Institute for Health Protection, Regional Institutes for Health Protection, Ministry of Health, Ministry of Education, Ministry for Local Governance, United Nations Children's","Created on: Dec 12, 2013 Last modified: Dec 12, 2013 Views: 21","Macedonia, FYR, 2007",,http://catalog.ihsn.org/index.php/catalog/3934,http://catalog.ihsn.org/index.php/catalog/3934/download/53654,"/W3C//DTD XHTML 1.0 Transitional//EN"" ""http://www.w3.org/TR/x"
http://catalog.ihsn.org/index.php/catalog/666,16075,ihsn,,,,,,,,Macedonia FYR, 2008-2009,,,Enterprise Survey 2009 ,,,,,"By: World Bank, European Bank for Reconstruction and Development","Created on: Sep 29, 2011 Last modified: Sep 14, 2013 Views: 137","Macedonia, FYR, 2008-2009",,http://catalog.ihsn.org/index.php/catalog/666,"http://catalog.ihsn.org/index.php/catalog/666/download/31607""","http://catalog.ihsn.org/index.php/catalog/666/download/31612"""
http://catalog.ihsn.org/index.php/catalog/2704,16054,ihsn,,,,,,,,Macedonia FYR,2011,,,Global Financial Inclusion (Global Findex) Database 2011 ,,,,,"By: Development Research Group, Finance and Private Sector Development Unit - World Bank","Created on: Dec 20, 2012 Last modified: Sep 14, 2013 Views: 92","Macedonia, FYR, 2011",,http://catalog.ihsn.org/index.php/catalog/2704,"/W3C//DTD XHTML 1.0 Transitional//EN"" ""http://www.w3.org/TR/x",null
http://catalog.ihsn.org/index.php/catalog/4702,16046,ihsn,,,,,,,,Macedonia FYR, 2012-2013,,,Enterprise Survey 2013 ,,,,,By: World Bank,,"Macedonia, FYR, 2012-2013",,http://catalog.ihsn.org/index.php/catalog/4702,http://catalog.ihsn.org/index.php/catalog/4702/download/59304,http://catalog.ihsn.org/index.php/catalog/4702/download/59310
http://catalog.ihsn.org/index.php/catalog/3232,16253,ihsn,hs,1,1,1,1,1,1,Madagascar,2001,1,1,Enquête Permanente auprès des Ménages 2001 ,i,af,1,1,"By: Direction des Statistiques des Ménages, Institut National de la Statistique - Ministère des Finances et de l'Économie","Created on: Sep 14, 2013 Last modified: Sep 14, 2013 Views: 656 Citations: 50 ","Madagascar, 2001",,http://catalog.ihsn.org/index.php/catalog/3232,http://catalog.ihsn.org/index.php/catalog/3232/download/47837,http://catalog.ihsn.org/index.php/catalog/3232/download/47842
http://catalog.ihsn.org/index.php/catalog/2173,16218,ihsn,hs,1,1,1,1,,,Madagascar,2005,,,Enquête Permanente Auprès des Ménages 2005 ,i,af,1,,"By: Institut National de la Statistique (INSTAT) - Ministère de l'Economie, des Finances et du Budget (MEFB)","Created on: May 02, 2012 Last modified: Sep 14, 2013 Views: 6391 Citations: 15 ","Madagascar, 2005",,http://catalog.ihsn.org/index.php/catalog/2173,http://catalog.ihsn.org/index.php/catalog/2173/download/36712,http://catalog.ihsn.org/index.php/catalog/2173/download/36713
http://catalog.ihsn.org/index.php/catalog/5127,601,ihsn,hs,1,1,1,1,,,Madagascar,2010,,,Enquête Périodique auprès des Ménages 2010 ,i,af,9,,By: Institut National de la Statistique de Madagascar,,,,http://catalog.ihsn.org/index.php/catalog/5127,http://catalog.ihsn.org/index.php/catalog/5127/download/62288,http://catalog.ihsn.org/index.php/catalog/5127/download/62289
