Serial #,source,Type,all,annual,country/annual,1 series per country,unique countries,MOU,Country Name,Year,series (at least 3 samples since 1999),AF/AS,Title,frequency,Region,9,samples annual,by,created,Original,official language,links,,,,questionnaires,reports
4648,ihsn,,,,,,,,Mexico,2006,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2006, Noviembre ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 10","Mexico, 2006",,http://catalog.ihsn.org/index.php/catalog/5040,,,,http://catalog.ihsn.org/index.php/catalog/5032/download/61706,null
4655,ihsn,,,,,,,,Mexico,2006,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2006, Octubre ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 13","Mexico, 2006",,http://catalog.ihsn.org/index.php/catalog/5039,,,,http://catalog.ihsn.org/index.php/catalog/5034/download/61718,null
4662,ihsn,,,,,,,,Mexico,2006,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2006, Septiembre ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 13","Mexico, 2006",,http://catalog.ihsn.org/index.php/catalog/5038,,,,http://catalog.ihsn.org/index.php/catalog/5040/download/61754,null
17243,ihsn,,,,,,,,Mexico,2006,,,Enterprise Survey 2006 ,,,,,By: World Bank,"Created on: Sep 29, 2011 Last modified: Sep 14, 2013 Views: 192","Mexico, 2006",,http://catalog.ihsn.org/index.php/catalog/684,,,,http://catalog.ihsn.org/index.php/catalog/5039/download/61748,null
2414,ihsn,,,,,,,,Mexico,2007,,,"Impact Evaluation of Parental Empowerment Program 2007, Baseline Survey ",,,,,"By: Harry Anthony Patrinos - World Bank, National Council for Educational Development (CONAFE) - Secretariat of Public Education, Mexico","Created on: Dec 20, 2012 Last modified: Sep 14, 2013 Views: 28","Mexico, 2007",,http://catalog.ihsn.org/index.php/catalog/2338,,,,http://catalog.ihsn.org/index.php/catalog/5038/download/61742,null
4501,ihsn,,,,,,,,Mexico,2007,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2007, Abril ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 11","Mexico, 2007",,http://catalog.ihsn.org/index.php/catalog/5045,,,,"http://catalog.ihsn.org/index.php/catalog/684/download/31702""","http://catalog.ihsn.org/index.php/catalog/684/download/31707"""
4508,ihsn,,,,,,,,Mexico,2007,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2007, Agosto ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 10","Mexico, 2007",,http://catalog.ihsn.org/index.php/catalog/5049,,,,null,null
4515,ihsn,,,,,,,,Mexico,2007,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2007, Diciembre ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 9","Mexico, 2007",,http://catalog.ihsn.org/index.php/catalog/5053,,,,http://catalog.ihsn.org/index.php/catalog/2338/download/37180,http://catalog.ihsn.org/index.php/catalog/2338/download/37187
4522,ihsn,,,,,,,,Mexico,2007,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2007, Enero ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 9","Mexico, 2007",,http://catalog.ihsn.org/index.php/catalog/5042,,,,http://catalog.ihsn.org/index.php/catalog/5045/download/61784,null
4529,ihsn,,,,,,,,Mexico,2007,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2007, Febrero ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 12","Mexico, 2007",,http://catalog.ihsn.org/index.php/catalog/5043,,,,http://catalog.ihsn.org/index.php/catalog/5049/download/61808,null
4536,ihsn,,,,,,,,Mexico,2007,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2007, Julio ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 13","Mexico, 2007",,http://catalog.ihsn.org/index.php/catalog/5048,,,,http://catalog.ihsn.org/index.php/catalog/5053/download/61832,null
4543,ihsn,,,,,,,,Mexico,2007,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2007, Junio ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 11","Mexico, 2007",,http://catalog.ihsn.org/index.php/catalog/5047,,,,http://catalog.ihsn.org/index.php/catalog/5042/download/61766,null
4550,ihsn,,,,,,,,Mexico,2007,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2007, Marzo ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 12","Mexico, 2007",,http://catalog.ihsn.org/index.php/catalog/5044,,,,http://catalog.ihsn.org/index.php/catalog/5043/download/61772,null
4557,ihsn,,,,,,,,Mexico,2007,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2007, Mayo ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 5","Mexico, 2007",,http://catalog.ihsn.org/index.php/catalog/5046,,,,http://catalog.ihsn.org/index.php/catalog/5048/download/61802,null
4564,ihsn,,,,,,,,Mexico,2007,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2007, Noviembre ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 9","Mexico, 2007",,http://catalog.ihsn.org/index.php/catalog/5052,,,,http://catalog.ihsn.org/index.php/catalog/5047/download/61796,null
4571,ihsn,,,,,,,,Mexico,2007,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2007, Octubre ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 14","Mexico, 2007",,http://catalog.ihsn.org/index.php/catalog/5051,,,,http://catalog.ihsn.org/index.php/catalog/5044/download/61778,null
4578,ihsn,,,,,,,,Mexico,2007,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2007, Septiembre ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 14","Mexico, 2007",,http://catalog.ihsn.org/index.php/catalog/5050,,,,http://catalog.ihsn.org/index.php/catalog/5046/download/61790,null
2407,ihsn,,,,,,,,Mexico,2008,,,"Impact Evaluation of Parental Empowerment Program 2008, First Follow-up Survey ",,,,,"By: Harry Anthony Patrinos - World Bank, National Council for Educational Development (CONAFE) - Secretariat of Public Education, Mexico","Created on: Dec 20, 2012 Last modified: Sep 14, 2013 Views: 23","Mexico, 2008",,http://catalog.ihsn.org/index.php/catalog/2339,,,,http://catalog.ihsn.org/index.php/catalog/5052/download/61826,null
4417,ihsn,,,,,,,,Mexico,2008,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2008, Abril ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 4","Mexico, 2008",,http://catalog.ihsn.org/index.php/catalog/5057,,,,http://catalog.ihsn.org/index.php/catalog/5051/download/61820,null
4424,ihsn,,,,,,,,Mexico,2008,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2008, Agosto ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 11","Mexico, 2008",,http://catalog.ihsn.org/index.php/catalog/5061,,,,http://catalog.ihsn.org/index.php/catalog/5050/download/61814,null
4431,ihsn,,,,,,,,Mexico,2008,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2008, Diciembre ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 13","Mexico, 2008",,http://catalog.ihsn.org/index.php/catalog/5065,,,,http://catalog.ihsn.org/index.php/catalog/2339/download/37190,http://catalog.ihsn.org/index.php/catalog/2339/download/37197
4438,ihsn,,,,,,,,Mexico,2008,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2008, Enero ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 9","Mexico, 2008",,http://catalog.ihsn.org/index.php/catalog/5054,,,,http://catalog.ihsn.org/index.php/catalog/5057/download/61856,null
4445,ihsn,,,,,,,,Mexico,2008,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2008, Febrero ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 10","Mexico, 2008",,http://catalog.ihsn.org/index.php/catalog/5055,,,,http://catalog.ihsn.org/index.php/catalog/5061/download/61880,null
4452,ihsn,,,,,,,,Mexico,2008,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2008, Julio ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 7","Mexico, 2008",,http://catalog.ihsn.org/index.php/catalog/5060,,,,http://catalog.ihsn.org/index.php/catalog/5065/download/61904,null
4459,ihsn,,,,,,,,Mexico,2008,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2008, Junio ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 9","Mexico, 2008",,http://catalog.ihsn.org/index.php/catalog/5059,,,,http://catalog.ihsn.org/index.php/catalog/5054/download/61838,null
4466,ihsn,,,,,,,,Mexico,2008,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2008, Marzo ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 13","Mexico, 2008",,http://catalog.ihsn.org/index.php/catalog/5056,,,,http://catalog.ihsn.org/index.php/catalog/5055/download/61844,null
4473,ihsn,,,,,,,,Mexico,2008,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2008, Mayo ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 10","Mexico, 2008",,http://catalog.ihsn.org/index.php/catalog/5058,,,,http://catalog.ihsn.org/index.php/catalog/5060/download/61874,null
4480,ihsn,,,,,,,,Mexico,2008,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2008, Noviembre ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 15","Mexico, 2008",,http://catalog.ihsn.org/index.php/catalog/5064,,,,http://catalog.ihsn.org/index.php/catalog/5059/download/61868,null
4487,ihsn,,,,,,,,Mexico,2008,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2008, Octubre ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 13","Mexico, 2008",,http://catalog.ihsn.org/index.php/catalog/5063,,,,http://catalog.ihsn.org/index.php/catalog/5056/download/61850,null
4494,ihsn,,,,,,,,Mexico,2008,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2008, Septiembre ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 8","Mexico, 2008",,http://catalog.ihsn.org/index.php/catalog/5062,,,,http://catalog.ihsn.org/index.php/catalog/5058/download/61862,null
4333,ihsn,,,,,,,,Mexico,2009,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2009, Abril ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 10","Mexico, 2009",,http://catalog.ihsn.org/index.php/catalog/5069,,,,http://catalog.ihsn.org/index.php/catalog/5064/download/61898,null
4340,ihsn,,,,,,,,Mexico,2009,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2009, Agosto ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 11","Mexico, 2009",,http://catalog.ihsn.org/index.php/catalog/5073,,,,http://catalog.ihsn.org/index.php/catalog/5063/download/61892,null
4347,ihsn,,,,,,,,Mexico,2009,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2009, Diciembre ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 10","Mexico, 2009",,http://catalog.ihsn.org/index.php/catalog/5077,,,,http://catalog.ihsn.org/index.php/catalog/5062/download/61886,null
4354,ihsn,,,,,,,,Mexico,2009,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2009, Enero ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 12","Mexico, 2009",,http://catalog.ihsn.org/index.php/catalog/5066,,,,http://catalog.ihsn.org/index.php/catalog/5069/download/61928,null
4361,ihsn,,,,,,,,Mexico,2009,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2009, Febrero ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 8","Mexico, 2009",,http://catalog.ihsn.org/index.php/catalog/5067,,,,http://catalog.ihsn.org/index.php/catalog/5073/download/61952,null
4368,ihsn,,,,,,,,Mexico,2009,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2009, Julio ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 12","Mexico, 2009",,http://catalog.ihsn.org/index.php/catalog/5072,,,,http://catalog.ihsn.org/index.php/catalog/5077/download/61976,null
4375,ihsn,,,,,,,,Mexico,2009,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2009, Junio ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 7","Mexico, 2009",,http://catalog.ihsn.org/index.php/catalog/5071,,,,http://catalog.ihsn.org/index.php/catalog/5066/download/61910,null
4382,ihsn,,,,,,,,Mexico,2009,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2009, Marzo ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 3","Mexico, 2009",,http://catalog.ihsn.org/index.php/catalog/5068,,,,http://catalog.ihsn.org/index.php/catalog/5067/download/61916,null
4389,ihsn,,,,,,,,Mexico,2009,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2009, Mayo ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 14","Mexico, 2009",,http://catalog.ihsn.org/index.php/catalog/5070,,,,http://catalog.ihsn.org/index.php/catalog/5072/download/61946,null
4396,ihsn,,,,,,,,Mexico,2009,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2009, Noviembre ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 11","Mexico, 2009",,http://catalog.ihsn.org/index.php/catalog/5076,,,,http://catalog.ihsn.org/index.php/catalog/5071/download/61940,null
4403,ihsn,,,,,,,,Mexico,2009,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2009, Octubre ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 3","Mexico, 2009",,http://catalog.ihsn.org/index.php/catalog/5075,,,,http://catalog.ihsn.org/index.php/catalog/5068/download/61922,null
4410,ihsn,,,,,,,,Mexico,2009,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2009, Septiembre ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 7","Mexico, 2009",,http://catalog.ihsn.org/index.php/catalog/5074,,,,http://catalog.ihsn.org/index.php/catalog/5070/download/61934,null
17110,ihsn,,,,,,,,Mexico, 2009-2010,,,"Study on Global Ageing and Adult Health 2009-2010, Wave 1 ",,,,,By: Instituto Nacional de Salud Pública,"Created on: May 19, 2014 Last modified: May 19, 2014 Views: 276","Mexico, 2009-2010",,http://catalog.ihsn.org/index.php/catalog/4568,,,,http://catalog.ihsn.org/index.php/catalog/5076/download/61970,null
2386,ihsn,,,,,,,,Mexico,2010,,,"Impact Evaluation of Parental Empowerment Program 2009, Second Follow-up Survey ",,,,,"By: Harry Anthony Patrinos - World Bank, National Council for Educational Development (CONAFE) - Secretariat of Public Education, Mexico","Created on: Dec 20, 2012 Last modified: Sep 14, 2013 Views: 34","Mexico, 2010",,http://catalog.ihsn.org/index.php/catalog/2340,,,,http://catalog.ihsn.org/index.php/catalog/5075/download/61964,null
2393,ihsn,,,,,,,,Mexico,2010,,,"Impact Evaluation of Parental Empowerment Program 2010, Endline Survey ",,,,,"By: Harry Anthony Patrinos - World Bank, National Council for Educational Development (CONAFE) - Secretariat of Public Education, Mexico","Created on: Dec 20, 2012 Last modified: Sep 14, 2013 Views: 26","Mexico, 2010",,http://catalog.ihsn.org/index.php/catalog/2341,,,,http://catalog.ihsn.org/index.php/catalog/5074/download/61958,null
4249,ihsn,,,,,,,,Mexico,2010,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2010, Abril ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 12","Mexico, 2010",,http://catalog.ihsn.org/index.php/catalog/5081,,,,http://catalog.ihsn.org/index.php/catalog/4568/download/58215,null
4256,ihsn,,,,,,,,Mexico,2010,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2010, Agosto ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 11","Mexico, 2010",,http://catalog.ihsn.org/index.php/catalog/5085,,,,http://catalog.ihsn.org/index.php/catalog/2340/download/65623,http://catalog.ihsn.org/index.php/catalog/2340/download/65631
4263,ihsn,,,,,,,,Mexico,2010,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2010, Diciembre ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 9","Mexico, 2010",,http://catalog.ihsn.org/index.php/catalog/5089,,,,http://catalog.ihsn.org/index.php/catalog/2341/download/37211,http://catalog.ihsn.org/index.php/catalog/2341/download/37219
4270,ihsn,,,,,,,,Mexico,2010,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2010, Enero ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 17","Mexico, 2010",,http://catalog.ihsn.org/index.php/catalog/5078,,,,http://catalog.ihsn.org/index.php/catalog/5081/download/62000,null
4277,ihsn,,,,,,,,Mexico,2010,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2010, Febrero ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 5","Mexico, 2010",,http://catalog.ihsn.org/index.php/catalog/5079,,,,http://catalog.ihsn.org/index.php/catalog/5085/download/62024,null
4284,ihsn,,,,,,,,Mexico,2010,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2010, Julio ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 13","Mexico, 2010",,http://catalog.ihsn.org/index.php/catalog/5084,,,,http://catalog.ihsn.org/index.php/catalog/5089/download/62048,null
4291,ihsn,,,,,,,,Mexico,2010,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2010, Junio ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 8","Mexico, 2010",,http://catalog.ihsn.org/index.php/catalog/5083,,,,http://catalog.ihsn.org/index.php/catalog/5078/download/61982,null
4298,ihsn,,,,,,,,Mexico,2010,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2010, Marzo ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 15","Mexico, 2010",,http://catalog.ihsn.org/index.php/catalog/5080,,,,http://catalog.ihsn.org/index.php/catalog/5079/download/61988,null
4305,ihsn,,,,,,,,Mexico,2010,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2010, Mayo ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 18","Mexico, 2010",,http://catalog.ihsn.org/index.php/catalog/5082,,,,http://catalog.ihsn.org/index.php/catalog/5084/download/62018,null
4312,ihsn,,,,,,,,Mexico,2010,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2010, Noviembre ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 15","Mexico, 2010",,http://catalog.ihsn.org/index.php/catalog/5088,,,,http://catalog.ihsn.org/index.php/catalog/5083/download/62012,null
4319,ihsn,,,,,,,,Mexico,2010,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2010, Octubre ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 13","Mexico, 2010",,http://catalog.ihsn.org/index.php/catalog/5087,,,,http://catalog.ihsn.org/index.php/catalog/5080/download/61994,null
4326,ihsn,,,,,,,,Mexico,2010,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2010, Septiembre ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 4","Mexico, 2010",,http://catalog.ihsn.org/index.php/catalog/5086,,,,http://catalog.ihsn.org/index.php/catalog/5082/download/62006,null
17052,ihsn,,,,,,,,Mexico, 2010-2011,,,Enterprise Survey 2010 ,,,,,By: World Bank,"Created on: Dec 19, 2011 Last modified: Sep 14, 2013 Views: 3751","Mexico, 2010-2011",,http://catalog.ihsn.org/index.php/catalog/1822,,,,http://catalog.ihsn.org/index.php/catalog/5088/download/62042,null
4162,ihsn,,,,,,,,Mexico,2011,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2011, Abril ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 54","Mexico, 2011",,http://catalog.ihsn.org/index.php/catalog/5093,,,,http://catalog.ihsn.org/index.php/catalog/5087/download/62036,null
4169,ihsn,,,,,,,,Mexico,2011,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2011, Agosto ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 47","Mexico, 2011",,http://catalog.ihsn.org/index.php/catalog/5097,,,,http://catalog.ihsn.org/index.php/catalog/5086/download/62030,null
4176,ihsn,,,,,,,,Mexico,2011,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2011, Diciembre ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 51","Mexico, 2011",,http://catalog.ihsn.org/index.php/catalog/5101,,,,http://catalog.ihsn.org/index.php/catalog/1822/download/42620,http://catalog.ihsn.org/index.php/catalog/1822/download/42627
4183,ihsn,,,,,,,,Mexico,2011,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2011, Enero ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 45","Mexico, 2011",,http://catalog.ihsn.org/index.php/catalog/5090,,,,null,null
4190,ihsn,,,,,,,,Mexico,2011,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2011, Febrero ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 37","Mexico, 2011",,http://catalog.ihsn.org/index.php/catalog/5091,,,,http://catalog.ihsn.org/index.php/catalog/5093/download/62072,null
4197,ihsn,,,,,,,,Mexico,2011,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2011, Julio ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 28","Mexico, 2011",,http://catalog.ihsn.org/index.php/catalog/5096,,,,http://catalog.ihsn.org/index.php/catalog/5097/download/62096,null
4204,ihsn,,,,,,,,Mexico,2011,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2011, Junio ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 41","Mexico, 2011",,http://catalog.ihsn.org/index.php/catalog/5095,,,,http://catalog.ihsn.org/index.php/catalog/5101/download/62120,http://catalog.ihsn.org/index.php/catalog/5101/download/62127
4211,ihsn,,,,,,,,Mexico,2011,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2011, Marzo ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 69","Mexico, 2011",,http://catalog.ihsn.org/index.php/catalog/5092,,,,http://catalog.ihsn.org/index.php/catalog/5090/download/62054,null
4221,ihsn,,,,,,,,Mexico,2011,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2011, Mayo ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 47","Mexico, 2011",,http://catalog.ihsn.org/index.php/catalog/5094,,,,http://catalog.ihsn.org/index.php/catalog/5091/download/62060,null
4228,ihsn,,,,,,,,Mexico,2011,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2011, Noviembre ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 31","Mexico, 2011",,http://catalog.ihsn.org/index.php/catalog/5100,,,,http://catalog.ihsn.org/index.php/catalog/5096/download/62090,null
