Serial #,source,Type,all,annual,country/annual,1 series per country,unique countries,MOU,Country Name,Year,series (at least 3 samples since 1999),AF/AS,Title,frequency,Region,9,samples annual,by,created,Original,official language,links,,,,questionnaires,reports
17433,ihsn,,,,,,,,Mexico,1987,,,Encuesta Nacional sobre Fecundidad y Salud 1987 ,,,,,By: Dirección General de Planificacion Familiar (DGPF) - Subsecretaría de Servicios de Salud Secretaría de Salud,"Created on: Dec 20, 2012 Last modified: Sep 14, 2013 Views: 762 Citations: 81 ","Mexico, 1987",,http://catalog.ihsn.org/index.php/catalog/2534,,,,http://catalog.ihsn.org/index.php/catalog/2534/download/38406,"/W3C//DTD XHTML 1.0 Transitional//EN"" ""http://www.w3.org/TR/x"
17384,ihsn,,,,,,,,Mexico, 2000-2001,,,"Multi Country Study Survey 2000-2001, Long version ",,,,,By: World Health Organization (WHO),"Created on: Dec 12, 2013 Last modified: Dec 12, 2013 Views: 57","Mexico, 2000-2001",,http://catalog.ihsn.org/index.php/catalog/3834,,,,null,null
3665,ihsn,,,,,,,,Mexico,2001,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2001, Abril ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 10","Mexico, 2001",,http://catalog.ihsn.org/index.php/catalog/4974,,,,http://catalog.ihsn.org/index.php/catalog/3834/download/53174,http://catalog.ihsn.org/index.php/catalog/3834/download/53172
3672,ihsn,,,,,,,,Mexico,2001,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2001, Agosto ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 11","Mexico, 2001",,http://catalog.ihsn.org/index.php/catalog/4978,,,,http://catalog.ihsn.org/index.php/catalog/4974/download/61379,null
3679,ihsn,,,,,,,,Mexico,2001,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2001, Diciembre ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 13","Mexico, 2001",,http://catalog.ihsn.org/index.php/catalog/4982,,,,http://catalog.ihsn.org/index.php/catalog/4978/download/61399,null
3686,ihsn,,,,,,,,Mexico,2001,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2001, Julio ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 11","Mexico, 2001",,http://catalog.ihsn.org/index.php/catalog/4977,,,,http://catalog.ihsn.org/index.php/catalog/4982/download/61419,null
3693,ihsn,,,,,,,,Mexico,2001,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2001, Junio ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 12","Mexico, 2001",,http://catalog.ihsn.org/index.php/catalog/4976,,,,http://catalog.ihsn.org/index.php/catalog/4977/download/61394,null
3700,ihsn,,,,,,,,Mexico,2001,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2001, Mayo ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 15","Mexico, 2001",,http://catalog.ihsn.org/index.php/catalog/4975,,,,http://catalog.ihsn.org/index.php/catalog/4976/download/61389,null
3707,ihsn,,,,,,,,Mexico,2001,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2001, Noviembre ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 9","Mexico, 2001",,http://catalog.ihsn.org/index.php/catalog/4981,,,,http://catalog.ihsn.org/index.php/catalog/4975/download/61384,null
3714,ihsn,,,,,,,,Mexico,2001,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2001, Octubre ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 12","Mexico, 2001",,http://catalog.ihsn.org/index.php/catalog/4980,,,,http://catalog.ihsn.org/index.php/catalog/4981/download/61414,null
3721,ihsn,,,,,,,,Mexico,2001,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2001, Septiembre ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 12","Mexico, 2001",,http://catalog.ihsn.org/index.php/catalog/4979,,,,http://catalog.ihsn.org/index.php/catalog/4980/download/61409,null
3588,ihsn,,,,,,,,Mexico,2002,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2002, Abril ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 11","Mexico, 2002",,http://catalog.ihsn.org/index.php/catalog/4986,,,,http://catalog.ihsn.org/index.php/catalog/4979/download/61404,null
3595,ihsn,,,,,,,,Mexico,2002,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2002, Agosto ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 13","Mexico, 2002",,http://catalog.ihsn.org/index.php/catalog/4990,,,,http://catalog.ihsn.org/index.php/catalog/4986/download/61439,null
3602,ihsn,,,,,,,,Mexico,2002,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2002, Diciembre ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 4","Mexico, 2002",,http://catalog.ihsn.org/index.php/catalog/4994,,,,http://catalog.ihsn.org/index.php/catalog/4990/download/61459,null
3609,ihsn,,,,,,,,Mexico,2002,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2002, Enero ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 10","Mexico, 2002",,http://catalog.ihsn.org/index.php/catalog/4983,,,,http://catalog.ihsn.org/index.php/catalog/4994/download/61479,null
3616,ihsn,,,,,,,,Mexico,2002,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2002, Julio ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 10","Mexico, 2002",,http://catalog.ihsn.org/index.php/catalog/4989,,,,http://catalog.ihsn.org/index.php/catalog/4983/download/61424,null
3623,ihsn,,,,,,,,Mexico,2002,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2002, Junio ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 8","Mexico, 2002",,http://catalog.ihsn.org/index.php/catalog/4988,,,,http://catalog.ihsn.org/index.php/catalog/4989/download/61454,null
3630,ihsn,,,,,,,,Mexico,2002,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2002, Marzo ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 13","Mexico, 2002",,http://catalog.ihsn.org/index.php/catalog/4985,,,,http://catalog.ihsn.org/index.php/catalog/4988/download/61449,null
3637,ihsn,,,,,,,,Mexico,2002,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2002, Mayo ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 8","Mexico, 2002",,http://catalog.ihsn.org/index.php/catalog/4987,,,,http://catalog.ihsn.org/index.php/catalog/4985/download/61434,null
3644,ihsn,,,,,,,,Mexico,2002,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2002, Noviembre ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 10","Mexico, 2002",,http://catalog.ihsn.org/index.php/catalog/4993,,,,http://catalog.ihsn.org/index.php/catalog/4987/download/61444,null
3651,ihsn,,,,,,,,Mexico,2002,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2002, Octubre ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 13","Mexico, 2002",,http://catalog.ihsn.org/index.php/catalog/4992,,,,http://catalog.ihsn.org/index.php/catalog/4993/download/61474,null
3658,ihsn,,,,,,,,Mexico,2002,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2002, Septiembre ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 12","Mexico, 2002",,http://catalog.ihsn.org/index.php/catalog/4991,,,,http://catalog.ihsn.org/index.php/catalog/4992/download/61469,null
3567,ihsn,,,,,,,,Mexico,2003,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2003, Enero ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 16","Mexico, 2003",,http://catalog.ihsn.org/index.php/catalog/4995,,,,http://catalog.ihsn.org/index.php/catalog/4991/download/61464,null
3574,ihsn,,,,,,,,Mexico,2003,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2003, Febrero ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 14","Mexico, 2003",,http://catalog.ihsn.org/index.php/catalog/4996,,,,http://catalog.ihsn.org/index.php/catalog/4995/download/61484,null
3581,ihsn,,,,,,,,Mexico,2003,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2003, Marzo ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 8","Mexico, 2003",,http://catalog.ihsn.org/index.php/catalog/4997,,,,http://catalog.ihsn.org/index.php/catalog/4996/download/61490,null
4837,ihsn,,,,,,,,Mexico,2003,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2003, Abril ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 14","Mexico, 2003",,http://catalog.ihsn.org/index.php/catalog/4998,,,,http://catalog.ihsn.org/index.php/catalog/4997/download/61496,null
4844,ihsn,,,,,,,,Mexico,2003,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2003, Agosto ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 3","Mexico, 2003",,http://catalog.ihsn.org/index.php/catalog/5002,,,,http://catalog.ihsn.org/index.php/catalog/4998/download/61502,null
4851,ihsn,,,,,,,,Mexico,2003,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2003, Diciembre ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 11","Mexico, 2003",,http://catalog.ihsn.org/index.php/catalog/5006,,,,http://catalog.ihsn.org/index.php/catalog/5002/download/61526,null
4858,ihsn,,,,,,,,Mexico,2003,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2003, Julio ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 8","Mexico, 2003",,http://catalog.ihsn.org/index.php/catalog/5001,,,,http://catalog.ihsn.org/index.php/catalog/5006/download/61550,null
4865,ihsn,,,,,,,,Mexico,2003,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2003, Junio ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 8","Mexico, 2003",,http://catalog.ihsn.org/index.php/catalog/5000,,,,http://catalog.ihsn.org/index.php/catalog/5001/download/61520,null
4872,ihsn,,,,,,,,Mexico,2003,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2003, Mayo ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 11","Mexico, 2003",,http://catalog.ihsn.org/index.php/catalog/4999,,,,http://catalog.ihsn.org/index.php/catalog/5000/download/61514,null
4879,ihsn,,,,,,,,Mexico,2003,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2003, Noviembre ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 12","Mexico, 2003",,http://catalog.ihsn.org/index.php/catalog/5005,,,,http://catalog.ihsn.org/index.php/catalog/4999/download/61508,null
4886,ihsn,,,,,,,,Mexico,2003,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2003, Octubre ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 13","Mexico, 2003",,http://catalog.ihsn.org/index.php/catalog/5004,,,,http://catalog.ihsn.org/index.php/catalog/5005/download/61544,null
4893,ihsn,,,,,,,,Mexico,2003,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2003, Septiembre ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 14","Mexico, 2003",,http://catalog.ihsn.org/index.php/catalog/5003,,,,http://catalog.ihsn.org/index.php/catalog/5004/download/61538,null
17321,ihsn,,,,,,,,Mexico,2003,,,"World Health Survey 2003, Wave 0 ",,,,,By: World Health Organization (WHO),"Created on: May 02, 2012 Last modified: Dec 12, 2013 Views: 4789 Citations: 3 ","Mexico, 2003",,http://catalog.ihsn.org/index.php/catalog/2240,,,,http://catalog.ihsn.org/index.php/catalog/5003/download/61532,null
4753,ihsn,,,,,,,,Mexico,2004,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2004, Abril ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 10","Mexico, 2004",,http://catalog.ihsn.org/index.php/catalog/5010,,,,"/W3C//DTD XHTML 1.0 Transitional//EN"" ""http://www.w3.org/TR/x","/W3C//DTD XHTML 1.0 Transitional//EN"" ""http://www.w3.org/TR/x"
4760,ihsn,,,,,,,,Mexico,2004,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2004, Agosto ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 15","Mexico, 2004",,http://catalog.ihsn.org/index.php/catalog/5014,,,,http://catalog.ihsn.org/index.php/catalog/5010/download/61574,null
4767,ihsn,,,,,,,,Mexico,2004,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2004, Diciembre ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 9","Mexico, 2004",,http://catalog.ihsn.org/index.php/catalog/5018,,,,http://catalog.ihsn.org/index.php/catalog/5014/download/61598,null
4774,ihsn,,,,,,,,Mexico,2004,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2004, Enero ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 10","Mexico, 2004",,http://catalog.ihsn.org/index.php/catalog/5007,,,,http://catalog.ihsn.org/index.php/catalog/5018/download/61622,null
4781,ihsn,,,,,,,,Mexico,2004,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2004, Febrero ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 9","Mexico, 2004",,http://catalog.ihsn.org/index.php/catalog/5008,,,,http://catalog.ihsn.org/index.php/catalog/5007/download/61556,null
4788,ihsn,,,,,,,,Mexico,2004,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2004, Julio ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 4","Mexico, 2004",,http://catalog.ihsn.org/index.php/catalog/5013,,,,http://catalog.ihsn.org/index.php/catalog/5008/download/61562,null
4795,ihsn,,,,,,,,Mexico,2004,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2004, Junio ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 8","Mexico, 2004",,http://catalog.ihsn.org/index.php/catalog/5012,,,,http://catalog.ihsn.org/index.php/catalog/5013/download/61592,null
4802,ihsn,,,,,,,,Mexico,2004,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2004, Marzo ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 13","Mexico, 2004",,http://catalog.ihsn.org/index.php/catalog/5009,,,,http://catalog.ihsn.org/index.php/catalog/5012/download/61586,null
4809,ihsn,,,,,,,,Mexico,2004,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2004, Mayo ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 16","Mexico, 2004",,http://catalog.ihsn.org/index.php/catalog/5011,,,,http://catalog.ihsn.org/index.php/catalog/5009/download/61568,null
4816,ihsn,,,,,,,,Mexico,2004,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2004, Noviembre ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 13","Mexico, 2004",,http://catalog.ihsn.org/index.php/catalog/5017,,,,http://catalog.ihsn.org/index.php/catalog/5011/download/61580,null
4823,ihsn,,,,,,,,Mexico,2004,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2004, Octubre ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 12","Mexico, 2004",,http://catalog.ihsn.org/index.php/catalog/5016,,,,http://catalog.ihsn.org/index.php/catalog/5017/download/61616,null
4830,ihsn,,,,,,,,Mexico,2004,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2004, Septiembre ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 13","Mexico, 2004",,http://catalog.ihsn.org/index.php/catalog/5015,,,,http://catalog.ihsn.org/index.php/catalog/5016/download/61610,null
4669,ihsn,,,,,,,,Mexico,2005,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2005, Abril ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 13","Mexico, 2005",,http://catalog.ihsn.org/index.php/catalog/5022,,,,http://catalog.ihsn.org/index.php/catalog/5015/download/61604,null
4676,ihsn,,,,,,,,Mexico,2005,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2005, Agosto ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 9","Mexico, 2005",,http://catalog.ihsn.org/index.php/catalog/5026,,,,http://catalog.ihsn.org/index.php/catalog/5022/download/61646,null
4683,ihsn,,,,,,,,Mexico,2005,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2005, Diciembre ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 12","Mexico, 2005",,http://catalog.ihsn.org/index.php/catalog/5030,,,,http://catalog.ihsn.org/index.php/catalog/5026/download/61670,null
4690,ihsn,,,,,,,,Mexico,2005,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2005, Enero ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 10","Mexico, 2005",,http://catalog.ihsn.org/index.php/catalog/5019,,,,http://catalog.ihsn.org/index.php/catalog/5030/download/61694,null
4697,ihsn,,,,,,,,Mexico,2005,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2005, Febrero ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 7","Mexico, 2005",,http://catalog.ihsn.org/index.php/catalog/5020,,,,http://catalog.ihsn.org/index.php/catalog/5019/download/61628,null
4704,ihsn,,,,,,,,Mexico,2005,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2005, Julio ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 8","Mexico, 2005",,http://catalog.ihsn.org/index.php/catalog/5025,,,,http://catalog.ihsn.org/index.php/catalog/5020/download/61634,null
4711,ihsn,,,,,,,,Mexico,2005,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2005, Junio ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 3","Mexico, 2005",,http://catalog.ihsn.org/index.php/catalog/5024,,,,http://catalog.ihsn.org/index.php/catalog/5025/download/61664,null
4718,ihsn,,,,,,,,Mexico,2005,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2005, Marzo ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 12","Mexico, 2005",,http://catalog.ihsn.org/index.php/catalog/5021,,,,http://catalog.ihsn.org/index.php/catalog/5024/download/61658,null
4725,ihsn,,,,,,,,Mexico,2005,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2005, Mayo ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 12","Mexico, 2005",,http://catalog.ihsn.org/index.php/catalog/5023,,,,http://catalog.ihsn.org/index.php/catalog/5021/download/61640,null
4732,ihsn,,,,,,,,Mexico,2005,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2005, Noviembre ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 14","Mexico, 2005",,http://catalog.ihsn.org/index.php/catalog/5029,,,,http://catalog.ihsn.org/index.php/catalog/5023/download/61652,null
4739,ihsn,,,,,,,,Mexico,2005,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2005, Octubre ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 11","Mexico, 2005",,http://catalog.ihsn.org/index.php/catalog/5028,,,,http://catalog.ihsn.org/index.php/catalog/5029/download/61688,null
4746,ihsn,,,,,,,,Mexico,2005,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2005, Septiembre ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 9","Mexico, 2005",,http://catalog.ihsn.org/index.php/catalog/5027,,,,http://catalog.ihsn.org/index.php/catalog/5028/download/61682,null
17250,ihsn,,,,,,,,Mexico, 2005-2006,,,Experimental Evidence on Returns to Capital and Access to Finance 2005 ,,,,,By: David McKenzie - World Bank,,"Mexico, 2005-2006",,http://catalog.ihsn.org/index.php/catalog/4795,,,,http://catalog.ihsn.org/index.php/catalog/5027/download/61676,null
4585,ihsn,,,,,,,,Mexico,2006,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2006, Abril ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 13","Mexico, 2006",,http://catalog.ihsn.org/index.php/catalog/5033,,,,http://catalog.ihsn.org/index.php/catalog/4795/download/60361,http://catalog.ihsn.org/index.php/catalog/4795/download/60371
4592,ihsn,,,,,,,,Mexico,2006,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2006, Agosto ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 9","Mexico, 2006",,http://catalog.ihsn.org/index.php/catalog/5037,,,,null,null
4599,ihsn,,,,,,,,Mexico,2006,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2006, Diciembre ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 8","Mexico, 2006",,http://catalog.ihsn.org/index.php/catalog/5041,,,,http://catalog.ihsn.org/index.php/catalog/5033/download/61712,null
4606,ihsn,,,,,,,,Mexico,2006,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2006, Enero ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 13","Mexico, 2006",,http://catalog.ihsn.org/index.php/catalog/4946,,,,http://catalog.ihsn.org/index.php/catalog/5037/download/61736,null
4613,ihsn,,,,,,,,Mexico,2006,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2006, Febrero ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 2","Mexico, 2006",,http://catalog.ihsn.org/index.php/catalog/5031,,,,http://catalog.ihsn.org/index.php/catalog/5041/download/61760,null
4620,ihsn,,,,,,,,Mexico,2006,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2006, Julio ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 12","Mexico, 2006",,http://catalog.ihsn.org/index.php/catalog/5036,,,,http://catalog.ihsn.org/index.php/catalog/4946/download/61189,null
4627,ihsn,,,,,,,,Mexico,2006,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2006, Junio ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 4","Mexico, 2006",,http://catalog.ihsn.org/index.php/catalog/5035,,,,http://catalog.ihsn.org/index.php/catalog/5031/download/61700,null
4634,ihsn,,,,,,,,Mexico,2006,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2006, Marzo ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 13","Mexico, 2006",,http://catalog.ihsn.org/index.php/catalog/5032,,,,http://catalog.ihsn.org/index.php/catalog/5036/download/61730,null
4641,ihsn,,,,,,,,Mexico,2006,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2006, Mayo ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 11","Mexico, 2006",,http://catalog.ihsn.org/index.php/catalog/5034,,,,http://catalog.ihsn.org/index.php/catalog/5035/download/61724,null
